------
Au1Cu1, tetragonal, P4/mmm
-------
112   0   bridge-e   Pt   -0.8836238999999999
112   0   bridge-f   Pt   -0.9032105899999987
112   0   bridge-g   Pt   -0.9042957600000001
------
Cd2Pt6, orthorhombic, Cmmm
-------
021   0   top-c   Pt   -1.3762545599999942
100   0   top-a   Cd   -0.06916419999999768
100   0   bridge-a   Pt   -1.5292916399999985
100   0   bridge-c   Pt   -1.2886941099999962
100   0   bridge-e   Pt   -1.973453919999999
100   1   top-c   Pt   -1.1966577300000036
100   1   bridge-d   Pt   -1.659008560000002
100   1   bridge-e   Cd   -0.08580945999999834
------
Ag1Cd1, cubic, Pm-3m
-------
100   0   top-a   Cd   -0.09229909999999997
100   0   top-b   Cd   -0.05946667000000083
100   0   bridge-a   Cd   -0.11391010000000001
100   0   bridge-b   Cd   -0.05291151999999677
100   1   top-a   Ag   -0.0624593700000009
100   1   top-b   Ag   -0.20226968000000234
100   1   bridge-a   Ag   -0.16351227000000002
100   1   bridge-b   Ag   0.180291599999995
110   0   top-a   Cd   -0.0604135900000049
110   0   top-b   Ag   0.005934500000000398
110   0   bridge-a   Ag   0.08858598999999678
110   0   bridge-b   Cd   0.15373193999999835
110   0   bridge-c   Ag   0.24506741999999626
121   0   top-a   Ag   0.04983576999999961
121   0   top-b   Cd   -0.004294910000000485
121   0   top-c   Cd   0.016938850000000727
121   0   top-d   Ag   0.08946575000000045
121   0   bridge-a   Ag   0.09712703000000111
121   0   bridge-b   Ag   0.066150409999997
121   0   bridge-c   Cd   0.006253999999996651
121   0   bridge-d   Ag   -0.022116190000000202
121   0   bridge-e   Ag   0.11879199999999734
121   0   bridge-f   Ag   0.2894143100000033
121   0   bridge-g   Ag   0.08866767999999858
121   0   bridge-h   Cd   -0.033957869999996504
------
Au6Cd2, hexagonal, P6_3/mmc
-------
------
Hg2Rh1, tetragonal, P4/mmm
-------
------
Hg1Pd1, tetragonal, P4/mmm
-------
001   0   top-a   Hg   -0.09403791000000083
001   0   top-b   Hg   -0.07150935000000125
001   0   bridge-a   Hg   -0.0605494600000025
001   1   top-a   Pd   -1.1777877599999993
001   1   top-b   Pd   -1.0785538900000002
001   1   bridge-b   Pd   -1.3885997000000003
100   0   top-a   Pd   -0.6688742199999993
